TEAM,MATCH UP,GAME DATE,FBPS,"OPP
FBPS"
LAL,LAL vs. PHX,01/01/2020,17,19
WAS,WAS vs. ORL,01/01/2020,15,13
ORL,ORL @ WAS,01/01/2020,13,15
POR,POR @ NYK,01/01/2020,3,9
MIN,MIN @ MIL,01/01/2020,11,20
PHX,PHX @ LAL,01/01/2020,19,17
NYK,NYK vs. POR,01/01/2020,9,3
MIL,MIL vs. MIN,01/01/2020,20,11
DAL,DAL vs. BKN,01/02/2020,19,17
CHA,CHA @ CLE,01/02/2020,10,12
CLE,CLE vs. CHA,01/02/2020,12,10
OKC,OKC @ SAS,01/02/2020,16,14
MIA,MIA vs. TOR,01/02/2020,4,2
CHI,CHI vs. UTA,01/02/2020,9,5
SAC,SAC vs. MEM,01/02/2020,23,23
SAS,SAS vs. OKC,01/02/2020,14,16
MIN,MIN vs. GSW,01/02/2020,10,6
GSW,GSW @ MIN,01/02/2020,6,10
LAC,LAC vs. DET,01/02/2020,17,24
BKN,BKN @ DAL,01/02/2020,17,19
IND,IND vs. DEN,01/02/2020,11,18
DET,DET @ LAC,01/02/2020,24,17
DEN,DEN @ IND,01/02/2020,18,11
TOR,TOR @ MIA,01/02/2020,2,4
MEM,MEM @ SAC,01/02/2020,23,23
UTA,UTA @ CHI,01/02/2020,5,9
MIA,MIA @ ORL,01/03/2020,8,9
ATL,ATL @ BOS,01/03/2020,21,25
PHI,PHI @ HOU,01/03/2020,18,20
BOS,BOS vs. ATL,01/03/2020,25,21
NYK,NYK @ PHX,01/03/2020,5,20
NOP,NOP @ LAL,01/03/2020,27,24
POR,POR @ WAS,01/03/2020,13,11
HOU,HOU vs. PHI,01/03/2020,20,18
PHX,PHX vs. NYK,01/03/2020,20,5
LAL,LAL vs. NOP,01/03/2020,24,27
WAS,WAS vs. POR,01/03/2020,11,13
ORL,ORL vs. MIA,01/03/2020,9,8
WAS,WAS vs. DEN,01/04/2020,13,10
UTA,UTA @ ORL,01/04/2020,10,6
DAL,DAL vs. CHA,01/04/2020,17,15
ORL,ORL vs. UTA,01/04/2020,6,10
SAC,SAC vs. NOP,01/04/2020,14,17
GSW,GSW vs. DET,01/04/2020,11,11
BKN,BKN vs. TOR,01/04/2020,12,18
SAS,SAS @ MIL,01/04/2020,4,17
CLE,CLE vs. OKC,01/04/2020,7,10
NOP,NOP @ SAC,01/04/2020,17,14
ATL,ATL vs. IND,01/04/2020,10,10
BOS,BOS @ CHI,01/04/2020,22,20
LAC,LAC vs. MEM,01/04/2020,14,24
IND,IND @ ATL,01/04/2020,10,10
CHA,CHA @ DAL,01/04/2020,15,17
DEN,DEN @ WAS,01/04/2020,10,13
MIL,MIL vs. SAS,01/04/2020,17,4
MEM,MEM @ LAC,01/04/2020,24,14
DET,DET @ GSW,01/04/2020,11,11
TOR,TOR @ BKN,01/04/2020,18,12
CHI,CHI vs. BOS,01/04/2020,20,22
OKC,OKC @ CLE,01/04/2020,10,7
DET,DET @ LAL,01/05/2020,11,24
MIN,MIN @ CLE,01/05/2020,8,6
MIA,MIA vs. POR,01/05/2020,16,10
LAC,LAC vs. NYK,01/05/2020,12,23
NYK,NYK @ LAC,01/05/2020,23,12
CLE,CLE vs. MIN,01/05/2020,6,8
POR,POR @ MIA,01/05/2020,10,16
PHX,PHX vs. MEM,01/05/2020,16,16
MEM,MEM @ PHX,01/05/2020,16,16
LAL,LAL vs. DET,01/05/2020,24,11
MIL,MIL @ SAS,01/06/2020,22,2
UTA,UTA @ NOP,01/06/2020,18,8
BKN,BKN @ ORL,01/06/2020,10,13
IND,IND @ CHA,01/06/2020,12,8
CHA,CHA vs. IND,01/06/2020,8,12
GSW,GSW @ SAC,01/06/2020,18,13
ATL,ATL vs. DEN,01/06/2020,13,5
PHI,PHI vs. OKC,01/06/2020,9,24
DAL,DAL vs. CHI,01/06/2020,9,27
OKC,OKC @ PHI,01/06/2020,24,9
NOP,NOP vs. UTA,01/06/2020,8,18
WAS,WAS vs. BOS,01/06/2020,12,17
BOS,BOS @ WAS,01/06/2020,17,12
SAC,SAC vs. GSW,01/06/2020,13,18
CHI,CHI @ DAL,01/06/2020,27,9
ORL,ORL vs. BKN,01/06/2020,13,10
DEN,DEN @ ATL,01/06/2020,5,13
SAS,SAS vs. MIL,01/06/2020,2,22
MIN,MIN @ MEM,01/07/2020,18,17
PHX,PHX vs. SAC,01/07/2020,15,9
DET,DET @ CLE,01/07/2020,12,10
LAL,LAL vs. NYK,01/07/2020,32,15
BKN,BKN vs. OKC,01/07/2020,7,11
TOR,TOR vs. POR,01/07/2020,19,18
NYK,NYK @ LAL,01/07/2020,15,32
MEM,MEM vs. MIN,01/07/2020,17,18
SAC,SAC @ PHX,01/07/2020,9,15
OKC,OKC @ BKN,01/07/2020,11,7
POR,POR @ TOR,01/07/2020,18,19
CLE,CLE vs. DET,01/07/2020,10,12
HOU,HOU @ ATL,01/08/2020,16,9
CHI,CHI @ NOP,01/08/2020,28,19
MIL,MIL @ GSW,01/08/2020,17,13
ATL,ATL vs. HOU,01/08/2020,9,16
GSW,GSW vs. MIL,01/08/2020,13,17
DEN,DEN @ DAL,01/08/2020,5,15
CHA,CHA vs. TOR,01/08/2020,16,16
DAL,DAL vs. DEN,01/08/2020,15,5
IND,IND vs. MIA,01/08/2020,14,18
TOR,TOR @ CHA,01/08/2020,16,16
SAS,SAS @ BOS,01/08/2020,11,15
BOS,BOS vs. SAS,01/08/2020,15,11
ORL,ORL vs. WAS,01/08/2020,8,9
WAS,WAS @ ORL,01/08/2020,9,8
UTA,UTA vs. NYK,01/08/2020,11,8
NOP,NOP vs. CHI,01/08/2020,19,28
MIA,MIA @ IND,01/08/2020,18,14
NYK,NYK @ UTA,01/08/2020,8,11
DET,DET vs. CLE,01/09/2020,10,4
MIN,MIN vs. POR,01/09/2020,6,16
BOS,BOS @ PHI,01/09/2020,7,19
POR,POR @ MIN,01/09/2020,16,6
PHI,PHI vs. BOS,01/09/2020,19,7
CLE,CLE @ DET,01/09/2020,4,10
OKC,OKC vs. HOU,01/09/2020,12,6
HOU,HOU @ OKC,01/09/2020,6,12
UTA,UTA vs. CHA,01/10/2020,4,7
ATL,ATL @ WAS,01/10/2020,13,14
NOP,NOP @ NYK,01/10/2020,12,17
LAL,LAL @ DAL,01/10/2020,26,13
MIA,MIA @ BKN,01/10/2020,8,15
WAS,WAS vs. ATL,01/10/2020,14,13
NYK,NYK vs. NOP,01/10/2020,17,12
LAC,LAC vs. GSW,01/10/2020,12,6
CHA,CHA @ UTA,01/10/2020,7,4
MEM,MEM vs. SAS,01/10/2020,22,9
DAL,DAL vs. LAL,01/10/2020,13,26
ORL,ORL @ PHX,01/10/2020,11,14
IND,IND @ CHI,01/10/2020,10,22
GSW,GSW @ LAC,01/10/2020,6,12
PHX,PHX vs. ORL,01/10/2020,14,11
SAS,SAS @ MEM,01/10/2020,9,22
BKN,BKN vs. MIA,01/10/2020,15,8
MIL,MIL @ SAC,01/10/2020,17,17
SAC,SAC vs. MIL,01/10/2020,17,17
CHI,CHI vs. IND,01/10/2020,22,10
DAL,DAL vs. PHI,01/11/2020,13,19
CHI,CHI @ DET,01/11/2020,10,8
PHI,PHI @ DAL,01/11/2020,19,13
DET,DET vs. CHI,01/11/2020,8,10
MIL,MIL @ POR,01/11/2020,21,18
POR,POR vs. MIL,01/11/2020,18,21
CLE,CLE @ DEN,01/11/2020,8,11
OKC,OKC vs. LAL,01/11/2020,8,8
BOS,BOS vs. NOP,01/11/2020,18,22
HOU,HOU vs. MIN,01/11/2020,15,11
MIN,MIN @ HOU,01/11/2020,11,15
NOP,NOP @ BOS,01/11/2020,22,18
LAL,LAL @ OKC,01/11/2020,8,8
DEN,DEN vs. CLE,01/11/2020,11,8
GSW,GSW @ MEM,01/12/2020,14,37
WAS,WAS vs. UTA,01/12/2020,10,6
TOR,TOR vs. SAS,01/12/2020,13,22
MEM,MEM vs. GSW,01/12/2020,37,14
SAS,SAS @ TOR,01/12/2020,22,13
LAC,LAC @ DEN,01/12/2020,5,11
DEN,DEN vs. LAC,01/12/2020,11,5
ATL,ATL @ BKN,01/12/2020,14,22
NYK,NYK vs. MIA,01/12/2020,10,6
BKN,BKN vs. ATL,01/12/2020,22,14
MIA,MIA @ NYK,01/12/2020,6,10
PHX,PHX vs. CHA,01/12/2020,17,9
UTA,UTA @ WAS,01/12/2020,6,10
CHA,CHA @ PHX,01/12/2020,9,17
BOS,BOS vs. CHI,01/13/2020,15,20
MIN,MIN vs. OKC,01/13/2020,12,11
CHA,CHA @ POR,01/13/2020,14,13
NOP,NOP @ DET,01/13/2020,9,14
DET,DET vs. NOP,01/13/2020,14,9
CLE,CLE @ LAL,01/13/2020,13,22
SAC,SAC vs. ORL,01/13/2020,10,7
POR,POR vs. CHA,01/13/2020,13,14
CHI,CHI @ BOS,01/13/2020,20,15
LAL,LAL vs. CLE,01/13/2020,22,13
PHI,PHI @ IND,01/13/2020,11,10
OKC,OKC @ MIN,01/13/2020,11,12
IND,IND vs. PHI,01/13/2020,10,11
ORL,ORL @ SAC,01/13/2020,7,10
HOU,HOU @ MEM,01/14/2020,7,25
BKN,BKN vs. UTA,01/14/2020,9,6
GSW,GSW vs. DAL,01/14/2020,10,8
PHX,PHX @ ATL,01/14/2020,13,6
NYK,NYK @ MIL,01/14/2020,6,26
CLE,CLE @ LAC,01/14/2020,10,22
ATL,ATL vs. PHX,01/14/2020,6,13
UTA,UTA @ BKN,01/14/2020,6,9
MIL,MIL vs. NYK,01/14/2020,26,6
DAL,DAL @ GSW,01/14/2020,8,10
MEM,MEM vs. HOU,01/14/2020,25,7
LAC,LAC vs. CLE,01/14/2020,22,10
BOS,BOS vs. DET,01/15/2020,13,8
DAL,DAL @ SAC,01/15/2020,12,23
POR,POR @ HOU,01/15/2020,8,9
DET,DET @ BOS,01/15/2020,8,13
ORL,ORL @ LAL,01/15/2020,22,17
PHI,PHI vs. BKN,01/15/2020,16,13
BKN,BKN @ PHI,01/15/2020,13,16
SAS,SAS @ MIA,01/15/2020,10,5
TOR,TOR @ OKC,01/15/2020,12,12
MIA,MIA vs. SAS,01/15/2020,5,10
OKC,OKC vs. TOR,01/15/2020,12,12
CHI,CHI vs. WAS,01/15/2020,7,7
HOU,HOU vs. POR,01/15/2020,9,8
DEN,DEN vs. CHA,01/15/2020,17,12
MIN,MIN vs. IND,01/15/2020,7,10
SAC,SAC vs. DAL,01/15/2020,23,12
LAL,LAL vs. ORL,01/15/2020,17,22
IND,IND @ MIN,01/15/2020,10,7
WAS,WAS @ CHI,01/15/2020,7,7
CHA,CHA @ DEN,01/15/2020,12,17
NYK,NYK vs. PHX,01/16/2020,7,18
ORL,ORL @ LAC,01/16/2020,11,8
PHX,PHX @ NYK,01/16/2020,18,7
NOP,NOP vs. UTA,01/16/2020,23,9
MIL,MIL vs. BOS,01/16/2020,28,15
UTA,UTA @ NOP,01/16/2020,9,23
GSW,GSW vs. DEN,01/16/2020,24,17
BOS,BOS @ MIL,01/16/2020,15,28
DEN,DEN @ GSW,01/16/2020,17,24
LAC,LAC vs. ORL,01/16/2020,8,11
MIN,MIN @ IND,01/17/2020,15,19
MEM,MEM vs. CLE,01/17/2020,29,14
WAS,WAS @ TOR,01/17/2020,19,34
ATL,ATL @ SAS,01/17/2020,20,26
MIA,MIA @ OKC,01/17/2020,4,12
SAS,SAS vs. ATL,01/17/2020,26,20
PHI,PHI vs. CHI,01/17/2020,6,29
CHI,CHI @ PHI,01/17/2020,29,6
OKC,OKC vs. MIA,01/17/2020,12,4
POR,POR @ DAL,01/17/2020,12,14
IND,IND vs. MIN,01/17/2020,19,15
CLE,CLE @ MEM,01/17/2020,14,29
TOR,TOR vs. WAS,01/17/2020,34,19
DAL,DAL vs. POR,01/17/2020,14,12
DET,DET @ ATL,01/18/2020,15,10
CHI,CHI vs. CLE,01/18/2020,10,4
POR,POR @ OKC,01/18/2020,4,7
MIN,MIN vs. TOR,01/18/2020,9,17
BOS,BOS vs. PHX,01/18/2020,20,9
SAC,SAC @ UTA,01/18/2020,14,10
PHX,PHX @ BOS,01/18/2020,9,20
GSW,GSW vs. ORL,01/18/2020,10,7
NOP,NOP vs. LAC,01/18/2020,13,10
ORL,ORL @ GSW,01/18/2020,7,10
BKN,BKN vs. MIL,01/18/2020,18,13
HOU,HOU vs. LAL,01/18/2020,15,14
CLE,CLE @ CHI,01/18/2020,4,10
TOR,TOR @ MIN,01/18/2020,17,9
PHI,PHI @ NYK,01/18/2020,20,5
MIL,MIL @ BKN,01/18/2020,13,18
NYK,NYK vs. PHI,01/18/2020,5,20
OKC,OKC vs. POR,01/18/2020,7,4
ATL,ATL vs. DET,01/18/2020,10,15
LAC,LAC @ NOP,01/18/2020,10,13
UTA,UTA vs. SAC,01/18/2020,10,14
LAL,LAL @ HOU,01/18/2020,14,15
SAS,SAS vs. MIA,01/19/2020,14,9
DEN,DEN vs. IND,01/19/2020,5,5
IND,IND @ DEN,01/19/2020,5,5
MIA,MIA @ SAS,01/19/2020,9,14
CHI,CHI @ MIL,01/20/2020,9,14
ORL,ORL @ CHA,01/20/2020,2,5
IND,IND @ UTA,01/20/2020,11,14
HOU,HOU vs. OKC,01/20/2020,13,13
BKN,BKN vs. PHI,01/20/2020,6,23
MIN,MIN vs. DEN,01/20/2020,4,7
SAS,SAS @ PHX,01/20/2020,10,8
LAL,LAL @ BOS,01/20/2020,11,25
UTA,UTA vs. IND,01/20/2020,14,11
POR,POR vs. GSW,01/20/2020,21,18
OKC,OKC @ HOU,01/20/2020,13,13
BOS,BOS vs. LAL,01/20/2020,25,11
WAS,WAS vs. DET,01/20/2020,8,6
GSW,GSW @ POR,01/20/2020,18,21
NYK,NYK @ CLE,01/20/2020,14,11
PHX,PHX vs. SAS,01/20/2020,8,10
DEN,DEN @ MIN,01/20/2020,7,4
ATL,ATL vs. TOR,01/20/2020,6,15
MEM,MEM vs. NOP,01/20/2020,29,23
MIA,MIA vs. SAC,01/20/2020,9,8
CHA,CHA vs. ORL,01/20/2020,5,2
CLE,CLE vs. NYK,01/20/2020,11,14
DET,DET @ WAS,01/20/2020,6,8
TOR,TOR @ ATL,01/20/2020,15,6
MIL,MIL vs. CHI,01/20/2020,14,9
NOP,NOP @ MEM,01/20/2020,23,29
SAC,SAC @ MIA,01/20/2020,8,9
PHI,PHI @ BKN,01/20/2020,23,6
DAL,DAL vs. LAC,01/21/2020,6,18
LAC,LAC @ DAL,01/21/2020,18,6
DET,DET vs. SAC,01/22/2020,12,8
SAS,SAS @ NOP,01/22/2020,4,15
OKC,OKC @ ORL,01/22/2020,11,9
BOS,BOS vs. MEM,01/22/2020,20,18
ATL,ATL vs. LAC,01/22/2020,8,9
HOU,HOU vs. DEN,01/22/2020,24,22
LAC,LAC @ ATL,01/22/2020,9,8
SAC,SAC @ DET,01/22/2020,8,12
UTA,UTA @ GSW,01/22/2020,17,10
NYK,NYK vs. LAL,01/22/2020,2,12
NOP,NOP vs. SAS,01/22/2020,15,4
CHI,CHI vs. MIN,01/22/2020,14,6
TOR,TOR vs. PHI,01/22/2020,21,20
ORL,ORL vs. OKC,01/22/2020,9,11
MEM,MEM @ BOS,01/22/2020,18,20
DEN,DEN @ HOU,01/22/2020,22,24
WAS,WAS @ MIA,01/22/2020,8,12
PHX,PHX vs. IND,01/22/2020,9,8
GSW,GSW vs. UTA,01/22/2020,10,17
IND,IND @ PHX,01/22/2020,8,9
LAL,LAL @ NYK,01/22/2020,12,2
PHI,PHI @ TOR,01/22/2020,20,21
MIN,MIN @ CHI,01/22/2020,6,14
MIA,MIA vs. WAS,01/22/2020,12,8
LAL,LAL @ BKN,01/23/2020,23,38
WAS,WAS @ CLE,01/23/2020,3,6
CLE,CLE vs. WAS,01/23/2020,6,3
POR,POR vs. DAL,01/23/2020,22,30
BKN,BKN vs. LAL,01/23/2020,38,23
DAL,DAL @ POR,01/23/2020,30,22
NYK,NYK vs. TOR,01/24/2020,15,18
BOS,BOS @ ORL,01/24/2020,10,11
NOP,NOP vs. DEN,01/24/2020,20,15
SAC,SAC @ CHI,01/24/2020,16,17
TOR,TOR @ NYK,01/24/2020,18,15
HOU,HOU @ MIN,01/24/2020,10,18
PHX,PHX @ SAS,01/24/2020,7,16
MIA,MIA vs. LAC,01/24/2020,7,7
SAS,SAS vs. PHX,01/24/2020,16,7
ORL,ORL vs. BOS,01/24/2020,11,10
IND,IND @ GSW,01/24/2020,19,16
MEM,MEM @ DET,01/24/2020,11,14
MIL,MIL @ CHA,01/24/2020,13,10
MIN,MIN vs. HOU,01/24/2020,18,10
DEN,DEN @ NOP,01/24/2020,15,20
CHA,CHA vs. MIL,01/24/2020,10,13
ATL,ATL @ OKC,01/24/2020,8,8
OKC,OKC vs. ATL,01/24/2020,8,8
CHI,CHI vs. SAC,01/24/2020,17,16
LAC,LAC @ MIA,01/24/2020,7,7
DET,DET vs. MEM,01/24/2020,14,11
GSW,GSW vs. IND,01/24/2020,16,19
UTA,UTA vs. DAL,01/25/2020,8,7
LAL,LAL @ PHI,01/25/2020,25,8
CHI,CHI @ CLE,01/25/2020,16,8
DET,DET vs. BKN,01/25/2020,11,16
CLE,CLE vs. CHI,01/25/2020,8,16
BKN,BKN @ DET,01/25/2020,16,11
PHI,PHI vs. LAL,01/25/2020,8,25
MIN,MIN vs. OKC,01/25/2020,4,2
DAL,DAL @ UTA,01/25/2020,7,8
OKC,OKC @ MIN,01/25/2020,2,4
BOS,BOS @ NOP,01/26/2020,14,17
PHX,PHX @ MEM,01/26/2020,19,18
SAS,SAS vs. TOR,01/26/2020,17,12
DEN,DEN vs. HOU,01/26/2020,6,11
BKN,BKN @ NYK,01/26/2020,11,5
NOP,NOP vs. BOS,01/26/2020,17,14
ORL,ORL vs. LAC,01/26/2020,13,2
WAS,WAS @ ATL,01/26/2020,8,18
ATL,ATL vs. WAS,01/26/2020,18,8
POR,POR vs. IND,01/26/2020,4,14
TOR,TOR @ SAS,01/26/2020,12,17
LAC,LAC @ ORL,01/26/2020,2,13
IND,IND @ POR,01/26/2020,14,4
NYK,NYK vs. BKN,01/26/2020,5,11
HOU,HOU @ DEN,01/26/2020,11,6
MEM,MEM vs. PHX,01/26/2020,18,19
MIA,MIA vs. ORL,01/27/2020,12,12
OKC,OKC vs. DAL,01/27/2020,8,10
MIN,MIN vs. SAC,01/27/2020,9,13
UTA,UTA vs. HOU,01/27/2020,12,18
ORL,ORL @ MIA,01/27/2020,12,12
CLE,CLE @ DET,01/27/2020,9,6
CHI,CHI vs. SAS,01/27/2020,6,7
SAS,SAS @ CHI,01/27/2020,7,6
DAL,DAL @ OKC,01/27/2020,10,8
HOU,HOU @ UTA,01/27/2020,18,12
SAC,SAC @ MIN,01/27/2020,13,9
DET,DET vs. CLE,01/27/2020,6,9
MIA,MIA vs. BOS,01/28/2020,12,17
MIL,MIL vs. WAS,01/28/2020,23,20
BOS,BOS @ MIA,01/28/2020,17,12
TOR,TOR vs. ATL,01/28/2020,25,20
DEN,DEN @ MEM,01/28/2020,9,19
NYK,NYK @ CHA,01/28/2020,6,13
CLE,CLE vs. NOP,01/28/2020,12,10
NOP,NOP @ CLE,01/28/2020,10,12
WAS,WAS @ MIL,01/28/2020,20,23
PHX,PHX @ DAL,01/28/2020,18,17
PHI,PHI vs. GSW,01/28/2020,17,18
MEM,MEM vs. DEN,01/28/2020,19,9
CHA,CHA vs. NYK,01/28/2020,13,6
DAL,DAL vs. PHX,01/28/2020,17,18
ATL,ATL @ TOR,01/28/2020,20,25
GSW,GSW @ PHI,01/28/2020,18,17
BKN,BKN vs. DET,01/29/2020,20,14
SAC,SAC vs. OKC,01/29/2020,22,11
DET,DET @ BKN,01/29/2020,14,20
HOU,HOU @ POR,01/29/2020,16,15
SAS,SAS vs. UTA,01/29/2020,17,15
NYK,NYK vs. MEM,01/29/2020,5,9
UTA,UTA @ SAS,01/29/2020,15,17
POR,POR vs. HOU,01/29/2020,15,16
OKC,OKC @ SAC,01/29/2020,11,22
CHI,CHI @ IND,01/29/2020,20,11
IND,IND vs. CHI,01/29/2020,11,20
MEM,MEM @ NYK,01/29/2020,9,5
BOS,BOS vs. GSW,01/30/2020,10,26
LAC,LAC vs. SAC,01/30/2020,7,24
PHI,PHI @ ATL,01/30/2020,20,4
CHA,CHA @ WAS,01/30/2020,18,9
TOR,TOR @ CLE,01/30/2020,12,9
GSW,GSW @ BOS,01/30/2020,26,10
SAC,SAC @ LAC,01/30/2020,24,7
ATL,ATL vs. PHI,01/30/2020,4,20
CLE,CLE vs. TOR,01/30/2020,9,12
WAS,WAS vs. CHA,01/30/2020,9,18
UTA,UTA @ DEN,01/30/2020,8,14
DEN,DEN vs. UTA,01/30/2020,14,8
BKN,BKN vs. CHI,01/31/2020,23,16
TOR,TOR @ DET,01/31/2020,17,3
DEN,DEN @ MIL,01/31/2020,13,20
DET,DET vs. TOR,01/31/2020,3,17
DAL,DAL @ HOU,01/31/2020,8,18
POR,POR @ LAL,01/31/2020,24,42
LAL,LAL vs. POR,01/31/2020,42,24
CHI,CHI @ BKN,01/31/2020,16,23
MEM,MEM @ NOP,01/31/2020,15,13
HOU,HOU vs. DAL,01/31/2020,18,8
NOP,NOP vs. MEM,01/31/2020,13,15
PHX,PHX vs. OKC,01/31/2020,11,12
OKC,OKC @ PHX,01/31/2020,12,11
MIL,MIL vs. DEN,01/31/2020,20,13
MIN,MIN @ LAC,02/01/2020,12,27
LAL,LAL @ SAC,02/01/2020,37,14
CLE,CLE vs. GSW,02/01/2020,8,27
LAC,LAC vs. MIN,02/01/2020,27,12
POR,POR vs. UTA,02/01/2020,17,12
BOS,BOS vs. PHI,02/01/2020,23,10
UTA,UTA @ POR,02/01/2020,12,17
IND,IND vs. NYK,02/01/2020,5,8
MIA,MIA @ ORL,02/01/2020,8,0
WAS,WAS vs. BKN,02/01/2020,14,5
NYK,NYK @ IND,02/01/2020,8,5
CHA,CHA @ SAS,02/01/2020,6,13
ORL,ORL vs. MIA,02/01/2020,0,8
SAS,SAS vs. CHA,02/01/2020,13,6
BKN,BKN @ WAS,02/01/2020,5,14
GSW,GSW @ CLE,02/01/2020,27,8
SAC,SAC vs. LAL,02/01/2020,14,37
DAL,DAL vs. ATL,02/01/2020,14,23
PHI,PHI @ BOS,02/01/2020,10,23
ATL,ATL @ DAL,02/01/2020,23,14
CHI,CHI @ TOR,02/02/2020,13,20
NOP,NOP @ HOU,02/02/2020,19,7
HOU,HOU vs. NOP,02/02/2020,7,19
DEN,DEN @ DET,02/02/2020,4,15
TOR,TOR vs. CHI,02/02/2020,20,13
MIL,MIL vs. PHX,02/02/2020,27,8
DET,DET vs. DEN,02/02/2020,15,4
PHX,PHX @ MIL,02/02/2020,8,27
ATL,ATL vs. BOS,02/03/2020,8,22
LAC,LAC vs. SAS,02/03/2020,19,11
MIA,MIA vs. PHI,02/03/2020,14,8
PHX,PHX @ BKN,02/03/2020,13,17
MIN,MIN @ SAC,02/03/2020,10,9
SAC,SAC vs. MIN,02/03/2020,9,10
GSW,GSW @ WAS,02/03/2020,11,9
WAS,WAS vs. GSW,02/03/2020,9,11
CHA,CHA vs. ORL,02/03/2020,14,11
NYK,NYK @ CLE,02/03/2020,15,0
BKN,BKN vs. PHX,02/03/2020,17,13
CLE,CLE vs. NYK,02/03/2020,0,15
DET,DET @ MEM,02/03/2020,6,19
MEM,MEM vs. DET,02/03/2020,19,6
DAL,DAL @ IND,02/03/2020,5,14
ORL,ORL @ CHA,02/03/2020,11,14
SAS,SAS @ LAC,02/03/2020,11,19
BOS,BOS @ ATL,02/03/2020,22,8
PHI,PHI @ MIA,02/03/2020,8,14
IND,IND vs. DAL,02/03/2020,14,5
NOP,NOP vs. MIL,02/04/2020,14,33
LAL,LAL vs. SAS,02/04/2020,24,6
DEN,DEN vs. POR,02/04/2020,12,3
SAS,SAS @ LAL,02/04/2020,6,24
POR,POR @ DEN,02/04/2020,3,12
MIL,MIL @ NOP,02/04/2020,33,14
CHA,CHA @ HOU,02/04/2020,10,10
HOU,HOU vs. CHA,02/04/2020,10,10
CLE,CLE @ OKC,02/05/2020,15,9
DET,DET vs. PHX,02/05/2020,10,11
MIA,MIA @ LAC,02/05/2020,14,7
UTA,UTA vs. DEN,02/05/2020,18,13
BOS,BOS vs. ORL,02/05/2020,6,18
GSW,GSW @ BKN,02/05/2020,8,16
PHX,PHX @ DET,02/05/2020,11,10
DAL,DAL vs. MEM,02/05/2020,10,22
MIN,MIN vs. ATL,02/05/2020,14,7
ORL,ORL @ BOS,02/05/2020,18,6
TOR,TOR vs. IND,02/05/2020,31,7
OKC,OKC vs. CLE,02/05/2020,9,15
DEN,DEN @ UTA,02/05/2020,13,18
IND,IND @ TOR,02/05/2020,7,31
LAC,LAC vs. MIA,02/05/2020,7,14
ATL,ATL @ MIN,02/05/2020,7,14
BKN,BKN vs. GSW,02/05/2020,16,8
MEM,MEM @ DAL,02/05/2020,22,10
POR,POR vs. SAS,02/06/2020,13,13
NYK,NYK vs. ORL,02/06/2020,8,9
SAS,SAS @ POR,02/06/2020,13,13
PHI,PHI @ MIL,02/06/2020,17,13
LAL,LAL vs. HOU,02/06/2020,18,26
NOP,NOP @ CHI,02/06/2020,20,15
HOU,HOU @ LAL,02/06/2020,26,18
CHI,CHI vs. NOP,02/06/2020,15,20
ORL,ORL @ NYK,02/06/2020,9,8
MIL,MIL vs. PHI,02/06/2020,13,17
POR,POR @ UTA,02/07/2020,8,20
OKC,OKC vs. DET,02/07/2020,2,0
MEM,MEM @ PHI,02/07/2020,24,18
DET,DET @ OKC,02/07/2020,0,2
TOR,TOR @ IND,02/07/2020,27,6
DAL,DAL @ WAS,02/07/2020,11,24
PHX,PHX vs. HOU,02/07/2020,22,9
BOS,BOS vs. ATL,02/07/2020,7,14
HOU,HOU @ PHX,02/07/2020,9,22
WAS,WAS vs. DAL,02/07/2020,24,11
IND,IND vs. TOR,02/07/2020,6,27
UTA,UTA vs. POR,02/07/2020,20,8
MIA,MIA @ SAC,02/07/2020,15,5
ATL,ATL @ BOS,02/07/2020,14,7
PHI,PHI vs. MEM,02/07/2020,18,24
SAC,SAC vs. MIA,02/07/2020,5,15
CHA,CHA vs. DAL,02/08/2020,16,9
NOP,NOP @ IND,02/08/2020,13,18
IND,IND vs. NOP,02/08/2020,18,13
LAC,LAC @ MIN,02/08/2020,4,6
GSW,GSW vs. LAL,02/08/2020,26,16
ORL,ORL vs. MIL,02/08/2020,0,10
DET,DET vs. NYK,02/08/2020,6,5
PHX,PHX vs. DEN,02/08/2020,10,17
LAL,LAL @ GSW,02/08/2020,16,26
MIL,MIL @ ORL,02/08/2020,10,0
SAS,SAS @ SAC,02/08/2020,11,11
SAC,SAC vs. SAS,02/08/2020,11,11
DEN,DEN @ PHX,02/08/2020,17,10
BKN,BKN @ TOR,02/08/2020,8,25
MIN,MIN vs. LAC,02/08/2020,6,4
DAL,DAL @ CHA,02/08/2020,9,16
TOR,TOR vs. BKN,02/08/2020,25,8
NYK,NYK @ DET,02/08/2020,5,6
BOS,BOS @ OKC,02/09/2020,12,5
CHI,CHI @ PHI,02/09/2020,18,16
MEM,MEM @ WAS,02/09/2020,14,17
ATL,ATL vs. NYK,02/09/2020,16,11
HOU,HOU vs. UTA,02/09/2020,12,3
WAS,WAS vs. MEM,02/09/2020,17,14
POR,POR vs. MIA,02/09/2020,18,20
UTA,UTA @ HOU,02/09/2020,3,12
NYK,NYK @ ATL,02/09/2020,11,16
PHI,PHI vs. CHI,02/09/2020,16,18
MIA,MIA @ POR,02/09/2020,20,18
OKC,OKC vs. BOS,02/09/2020,5,12
LAC,LAC @ CLE,02/09/2020,25,4
CLE,CLE vs. LAC,02/09/2020,4,25
UTA,UTA @ DAL,02/10/2020,15,12
